keydevid,year,announcedate,buyer_names,companyname,objectroletype,headline,deal_stage,is_spac,deal_value_musd,value_source,gvkey
1972799961.0,2025,2025-12-02,"FOCUS AI Co., Ltd.",,Transaction,"FOCUS AI Co., Ltd. (KOSDAQ:A331380) agreed to acquire 40.61% stake in Busan Digital Asset Nexus Co., Ltd. from MSV MA Investment Fund No. 1, a fund managed by Mainstreet Ventures, Optimus Blocks Co., Ltd and others for KRW 12.7 billion.",agreement,False,,none,
1773460587.0,2022,2022-03-04,Cleantech Power Corp.,,Transaction,Alkaline Fuel Cell Power Corp. (NEOE:PWWR) entered into a definitive agreement to acquire Combined Heat and Power generation business of 2191 Yonge Ltd.,definitive_agreement,False,,none,
1773442061.0,2022,2022-03-04,Cleantech Power Corp.,Cleantech Power Corp.,Buyer,Alkaline Fuel Cell Power Corp. (NEOE:PWWR) entered into definitive agreement to acquire Combined Heat and Power Generation Business of AI Renewable 2018-I Limited Partnership,definitive_agreement,False,,none,107294
699889242.0,2020,2020-10-01,AI/ML Innovations Inc.,Salu Design Group Inc.,Target,AI/ML Innovations Inc. (TSXV:AIML) entered into a share purchase agreement to acquire a 70% stake in Salu Design Group Inc.,other,False,,none,
1947092208.0,2025,2025-06-06,Pinewood Technologies Group PLC,,Transaction,Pinewood Technologies Group PLC (LSE:PINE) agreed to acquire remaining 51% stake in Pinewood North America LLC from Lithia Uk Holding Limited for $78.7 million.,agreement,False,78.7,for-pattern,
113876208.0,2010,2010-09-28,Ting Hsin (Cayman Islands) Holding Corp.,Ting Hsin (Cayman Islands) Holding Corp.,Buyer,"Ting Hsing Holding Co., Ltd. (Cayman) entered into a share and purchase agreement to acquire an additional 8% stake in Tingyi-Asahi-Itochu Beverages Holding Co. Ltd. from AI Beverage Holding Co., Ltd. for $520 million.",other,False,520.0,for-pattern,
2186741.0,2005,2005-09-19,SAS DEMGY,JCB (Meca-Teno),Target,Announced Merger/Acquisition Transaction - Target: JCB (Meca-Teno); Buyer(s): Dedienne Plasturgie; Seller(s): Altamir & Cie,agreement,False,25.92,max-fallback,
1955370405.0,2025,2025-07-31,1329308 B.C. Ltd.; Relief AI Inc.,Relief AI Inc.,Target,1329308 B.C. Ltd. entered into an arm’s length binding letter of intent acquire Relief AI Inc.,definitive_agreement,False,,none,
1917369783.0,2025,2025-01-17,"H.I.G. Capital, LLC",,Transaction,"H.I.G. Capital, LLC agreed to acquire Kantar Media Audiences Limited from The Kantar Group Limited for approximately $1 billion.",agreement,False,1000.0,for-pattern,
683523771.0,2020,2020-08-13,"Logiq, Inc.",Fixel,Target,Weyland Tech Inc. (OTCPK:WEYL) reached an agreement to acquire Fixel AI Inc. for $4.5 million.,letter_of_intent,False,4.5,for-pattern,
1960683063.0,2025,2025-09-15,Datametrex AI Limited,Datametrex AI Limited,Buyer,Datametrex AI Limited (TSXV:DM) signed a non-binding of a Letter of Intent to acquire Yuzu Payment Processing Solution from Firstpayment Inc. for,definitive_agreement,False,,none,032215
1914030478.0,2024,2024-12-23,"The NFT Marketplace, Inc.",Strong AI Invest Limited,Target,"The NFT Marketplace, Inc. (OTCPK:NFTM) signed a letter of intent to acquire Strong AI Invest Limited for CAD 6.6 million.",letter_of_intent,False,,none,
1931142123.0,2025,2025-02-13,Rezolve AI PLC,GroupBy Inc./GroupBy International Ltd.,Target,Rezolve AI Limited (NasdaqGM:RZLV) entered into a purchase agreement to acquire GroupBy Inc. and GroupBy International Ltd. for an enterprise value of $55 million.,other,False,55.0,max-fallback,
700488280.0,2021,2021-01-07,Datametrex AI Limited,Datametrex AI Limited,Buyer,Datametrex AI Limited (TSXV:DM) entered into letter of intent to acquire Concierge Medical Consultant Inc. for CAD 0.75 million.,definitive_agreement,False,,none,032215
653840009.0,2020,2020-02-06,DeepSpatial Inc.,DeepSpatial Inc.,Buyer,Loc8 Corp. entered into a letter of intent to acquire Hope Well Capital Corp. (TSXV:HOPE.P) in a reverse merger transaction.,definitive_agreement,False,,none,
419495275.0,2017,2017-02-08,Sophos Group Limited,Calibrium AG,Seller,"Sophos Group plc (LSE:SOPH) entered into an agreement to acquire Invincea, Inc. from Grotech Ventures, NAV, Harbert Management Corporation, Aeris Capital AG, ORIX Growth Capital, as well as other individuals for $120 million.",agreement,False,120.0,for-pattern,
653316178.0,2020,2020-02-03,"Big Tree Investments Limited; TIS Holdings Co., Ltd.",Big Tree Investments Limited,Buyer,"TIS Holdings, Big Tree Investments Limited and Ahn Young-jae signed a contract to acquire a 14.5% stake in Infraware, Inc. (KOSDAQ:A041020) from Kwak Youngsoo and Selvas AI Inc. (KOSDAQ:A108860) for KRW 13 billion.",other,False,,none,
1991636907.0,2026,2026-03-24,"Actelis Networks, Inc.",,Transaction,"Actelis Networks, Inc. (NasdaqCM:ASNS) entered into a binding term sheet to acquire Exaware Ltd.",definitive_agreement,False,,none,
1760881275.0,2021,2021-12-08,Fobi AI Inc.,,Transaction,"Fobi AI Inc. (TSXV:FOBI) entered into a non-binding letter of intent to acquire Passworks, S.A. from rancisco Fiúza Da Silva Beirâo Belo for €0.5 million.",definitive_agreement,False,,none,
62612268.0,2001,2001-12-28,Exprivia SpA,Quantum Blockchain Technologies Plc,Target,AISoftw@re S.p.A made an offer to acquire the remaining 96.31% stake in Brainspark Plc for £5 million.,proposal,False,,none,237903
1836901774.0,2023,2023-05-03,"Biomed Industries, Inc.",Breakout Labs,Seller,"Biomed Industries, Inc. submitted a proposal to acquire Quince Therapeutics, Inc. (NasdaqGS:QNCX) for $10.5 million.",proposal,False,10.5,for-pattern,
1967319028.0,2025,2025-10-23,64P Investments Proprietary Limited,64P Investments Proprietary Limited,Buyer,"64P Investments Proprietary Limited entered into a binding agreement to acquire an unknown majority stake in CannAfrica Proprietary Limited, BioData Proprietary Limited, Lima Romeo Air Proprietary Limited, The Highly Creative Proprietary Limited, African Cannabis Enterprises Proprietary Limited and Labat Chem (trading as Labat Healthcare) from Labat Africa Limited (JSE:LAB) for ZAR 23 million.",other,False,,none,
656490377.0,2020,2020-02-27,"DocuSign International, Inc.; DocuSign, Inc.",,Transaction,"DocuSign International, Inc. entered into a share purchase agreement to acquire unknown stake in Seal Software Limited from Tern Plc (AIM:TERN) and others for approximately $190 million.",other,False,190.0,for-pattern,
1990269787.0,2026,2026-03-16,CVAS International Limited,CVAS International Limited,Buyer,"CVAS International Limited entered into a share purchase agreement to acquire Finergi Global FZCO from BH Holdings Ltd, Clear Oak Limited, Shruti Rai and Konstantinos Kaliantzis for approximately ZAR 500 million.",other,False,30.0,max-fallback,
1775159684.0,2022,2022-03-21,"Guardforce AI Co., Limited","Shenzhen Yeantec Co., Limited",Seller,"Guardforce AI Co., Limited (NasdaqCM:GFAI) enterd into non-binding Letter of Intent to acquire Eight Companies of the Kewei Group from Shenzhen Kewei Robot Technology Co., Limited and Shenzhen Yeantec Co., Limited for $30 million.",definitive_agreement,False,30.0,for-pattern,
717041075.0,2021,2021-06-01,Accenture Federal Services LLC,The Carlyle Group Inc.,Seller,"Accenture Federal Services LLC entered into an agreement to acquire Novetta Solutions, LLC from Carlyle Partners VI, L.P., the fund managed by The Carlyle Group Inc. (NasdaqGS:CG).",agreement,False,1000.0,for-pattern,189459
212566682.0,2012,2012-04-02,Watchstone Group plc,Watchstone Group plc,Buyer,Quindell Portfolio Plc (AIM:QPP) made an offer to acquire remaining 22.4% stake in AI Claims Solutions plc for £3.3 million.,proposal,False,,none,274680
1975557335.0,2025,2025-12-24,Crestwell International Limited,China Frontier Technology Group,Seller,"Crestwell International Limited entered into a sales and purchase agreement to acquire Torch Media Co., Ltd. from China Frontier Technology Group (SEHK:1661) for HKD 8 million.",other,False,8.0,max-fallback,315684
1885285813.0,2024,2024-06-20,GoGo AI Network Inc.; Numinus Wellness Inc.,GoGo AI Network Inc.,Target,Numinus Wellness Inc. (TSX:NUMI) executed a letter of intent to acquire MedBright AI Investments Inc. (CNSX:MBAI) from Michael Dalsin and others for CAD 9.6 million.,definitive_agreement,False,,none,020939
3257480.0,2006,2006-10-26,"Axtel, S.A.B. de C.V.","Grupo Financiero Banamex, S.A. de C.V.",Seller,"Axtel SA de CV entered into an agreement to acquire Avantel, S.A. from Grupo Financiero Banamex-Accival SA de CV and Verizon Business for approximately $515.95 million.",agreement,False,515.95,for-pattern,030677
1953495548.0,2025,2025-07-15,Performive LLC,CloudFirst Technologies Corporation,Target,Performive LLC signed a definitive agreement to acquire CloudFirst Technologies Corporation from Data Storage Corporation (NasdaqCM:DTST) for $40 million.,definitive_agreement,False,40.0,for-pattern,
1880488053.0,2024,2024-05-08,Fyntechnical Innovations Inc.,Plato Technologies Inc.,Seller,"SMC Entertainment, Inc. (OTCPK:SMCE) entered into a letter of intent to acquire Chaintrade LTD from Red Matter Capital LLC and Plato Technologies Inc.",letter_of_intent,False,8.0,max-fallback,
1997867800.0,2026,2026-04-28,"Visium Technologies, Inc.",,Transaction,"Visium Technologies, Inc. (OTCPK:VISM) entered into non-binding Letter of Intent, to acquire ConnexUS AI Inc. from Adretreaver LLC and WXYZ Hosting LLC.",definitive_agreement,False,0.374,max-fallback,
1774776066.0,2022,2022-03-14,,AI Soft Company Limited,Target,Taxsa Bunnag signed an Information Memorandum to acquire an additional 51% stake in AI Soft Company Limited from Comanche International Public Company Limited (SET:COMAN) for THB 5 million.,other,False,,none,
1877544344.0,2024,2024-04-08,Norwegian AI Technology AS,Tydal Data Center AS/Troll Housing AS,Target,Norwegian AI Technology AS entered into a share purchase agreement to acquire Tydal Data Center and Troll Housing from Bryhni.Com As and Renol Invest As for $32 million.,other,False,32.0,for-pattern,
1987335346.0,2026,2026-02-27,"AI storm Co., Ltd.","AI storm Co., Ltd.",Buyer,"AI storm Co., Ltd. (TSE:3719) agreed to acquire Nippon Telesystem Co., Ltd from Hiroki Asada for ¥550 million.",agreement,False,,none,258399
2007419307.0,2026,2026-06-24,QUALCOMM Incorporated,"DFJ Growth Management, LLC",Seller,QUALCOMM Incorporated (NasdaqGS:QCOM) entered into a definitive agreement to acquire Modular Inc. for $3.9 billion.,definitive_agreement,False,3900.0,for-pattern,
2005634747.0,2026,2026-05-18,Bridgepoint Group plc; ECI Partners LLP,Bowmark Capital LLP,Seller,"ECI Partners LLP and Bridgepoint Growth II, managed by Bridgepoint Group plc (LSE:BPT) agreed to acquire an unknown majority stake in Helio Intelligence Group Limited from Bridgepoint Group plc (LSE:BPT) and Bowmark Capital LLP.",agreement,False,,none,
685365956.0,2020,2020-08-26,BDNM Investments Pty Ltd,,Target,BDNM Investments Pty Ltd entered into a binding share purchase agreement to acquire Flamingo Customer Experience Inc and Flamingo Ventures Pty Ltd for AUD 0.5 million.,other,False,,none,
1884692359.0,2024,2024-06-13,Healwell AI Inc.,Think Research Corporation,Seller,Healwell AI Inc. (TSX:AIDX) agreed to acquire 100% stake in Bio Pharma Services Inc. from Think Research Corporation for CAD 14.4 million.,agreement,False,31.0,max-fallback,039462
548748985.0,2018,2018-01-08,Datametrex AI Limited,Shoptalk Analytics Group Inc.,Target,Datametrex AI Limited (TSXV:DM) entered into a binding letter of intent to acquire Shoptalk Analytics Group Inc. for CAD 4 million.,definitive_agreement,False,,none,
242841407.0,2012,2012-04-30,Italiaonline S.p.A.,Italiaonline S.p.A.,Buyer,"Lighthouse International Co., SA agreed to acquire Seat Pagine Gialle SpA (BIT:PG) from Subcart S.A., Sterling Sub Holdings S.A., AI Subsilver S.A. and others in a reverse merger transaction.",agreement,False,,none,
1864112104.0,2023,2023-12-07,"SoundHound AI, Inc.","SYNQ3, Inc.",Target,"SoundHound AI, Inc. (NasdaqGM:SOUN) entered into an agreement to acquire SYNQ3, Inc. from Bluestem Capital Company, LLC and others for approximately $27.8 million.",agreement,False,27.8,for-pattern,
1815381568.0,2022,2022-11-17,Stellantis N.V.,Prime Ventures,Seller,"Stellantis N.V. (BIT:STLA) entered into an agreement to acquire AImotive Kft from Szechenyi Tokealap-kezelo Zrt., Lead Ventures and others.",agreement,False,,none,
1997334873.0,2026,2026-04-24,SLB N.V.,S&P Global Energy,Seller,SLB N.V. (NYSE:SLB) entered into a definitive agreement to acquire Geoscience and Petroleum Engineering Software Portfolio from S&P Global Energy.,definitive_agreement,False,,none,
1903649538.0,2024,2024-11-06,Süd Beteiligungen GmbH; VR Equitypartner GmbH,,Transaction,"VR Equitypartner GmbH, SÜD Beteiligungen GmbH and the management of Dekom AG agreed to acquire Dekom AG.",agreement,False,,none,
692356435.0,2020,2020-10-19,"Juniper Networks, Inc.","G20 Associates, LLC.",Seller,"Juniper Networks, Inc. (NYSE:JNPR) entered into a definitive agreement to acquire 128 Technology, Inc. for approximately $450 million.",definitive_agreement,False,450.0,for-pattern,
658233379.0,2020,2020-03-11,"RadNet, Inc.","DeepHealth, Inc.",Target,"RadNet, Inc. (NasdaqGM:RDNT) entered into definitive agreement to acquire DeepHealth for $42.4 million.",definitive_agreement,False,42.4,for-pattern,
1996294826.0,2026,2026-04-21,"Electra Vehicles, Inc.",Iron Horse Acquisitions Corp. II,Target,"Electra Vehicles, Inc. signed a definitive Business Combination Agreement to acquire Iron Horse Acquisitions Corp. II (NasdaqGM:IRHO) in a reverse merger transaction for approximately $400 million.",other,True,400.0,for-pattern,051785
1971805834.0,2025,2025-11-26,Cegid Group SA,Ageras A/S,Target,Cegid Group SA entered into a definitive agreement to acquire Ageras A/S from Investcorp Holdings B.S.C. and others.,definitive_agreement,False,,none,
1675317215.0,2021,2021-07-27,Fobi AI Inc.,,Transaction,"Fobi Ai Inc. (TSXV:FOBI) entered into an agreement in principle to acquire ertain Specific Assets and Liabilities of Qples, Inc. for $4.2 million.",definitive_agreement,False,4.2,for-pattern,
1939942590.0,2025,2025-04-16,NorthC Group B.V.,Colt Technology Services Group Limited,Seller,NorthC Group B.V. agreed to acquire Six Colt Data Centres in Germany and the Netherlands from Colt Technology Services Group Limited.,agreement,False,,none,
604341150.0,2019,2019-02-26,SinglePoint Inc.,Certain Assets of Direct Solar LLC and AI Live Transfers LLC,Target,"SinglePoint, Inc. (OTCPK:SING) entered into an asset purchase agreement to acquire certain assets of Direct Solar LLC and AI Live Transfers LLC.",other,False,2.04,max-fallback,
1930856441.0,2025,2025-02-11,Railtown AI Technologies Inc.,AI Partnerships Corp.,Target,Railtown AI Technologies Inc. (CNSX:RAIL) executed a memorandum of understanding to acquire AI Partnerships Corp. for CAD 29.5 million.,other,False,,none,
1914052734.0,2024,2024-12-23,FUSE-AI GmbH,,Transaction,Fuse-Ai GmbH signed a letter of intent to acquire Pineapple Power Corporation plc (LSE:PNPL) in a reverse merger transaction.,definitive_agreement,False,,none,
1962878809.0,2025,2025-09-28,Hangzhou Deep Blue Whale Artificial Intelligence Technology Partnership (Limited Partnership),Hangzhou Deep Blue Whale Artificial Intelligence Technology Partnership (Limited Partnership),Buyer,"Hangzhou Deep Blue Whale Artificial Intelligence Technology Partnership (Limited Partnership) agreed to acquire 10.5% stake in Qingdao Greensum Ecology Co., Ltd. (SZSE:300948) from Qingdao Greensum Investment Group Co., Ltd. for approximately CNY 220 million.",agreement,False,,none,
2089416.0,2000,2000-06-14,"Digerati Technologies, Inc.","Digerati Technologies, Inc.",Buyer,"Announced Merger/Acquisition Transaction - Target: Vycera Communications, Inc.; Buyer(s): ATSI Communications Inc.; Transaction Size: $37.3 mm",definitive_agreement,False,37.3,for-pattern,105364
1914803305.0,2024,2024-12-31,GoFintech Quantum Innovation Limited,CSOP Asset Management Limited,Target,GoFintech Innovation Limited (SEHK:290) entered into the Sale and Purchase Agreement to acquire 22.50% stake in CSOP Asset Management Limited (SEHK:7376) from Wealthink AI-Innovation Capital Limited (SEHK:1140) for Approximately HKD 1.1 billion.,other,False,,none,
1935305304.0,2025,2025-03-17,Datavault AI Inc.,,Transaction,"Datavault AI Inc. (NasdaqCM:DVLT) entered into a share exchange agreement to acquire a %5.52 stake in NYIAX, Inc. for $4.5 million.",other,False,4.5,for-pattern,
1931253563.0,2025,2025-02-13,"CareSpan Health, Inc.",Medtech AI Inc.,Target,"CareSpan Health, Inc. (TSXV:CSPN) entered into a binding definitive agreement to acquire Medtech AI Inc. for CAD 7.3 million.",definitive_agreement,False,,none,
1969942072.0,2025,2025-11-07,GTT Data Solutions Limited,GTT Data Solutions Limited,Buyer,GTT Data Solutions Limited (BSE:530457) signed a letter of intent to acquire Insurant AI Limited for approximately $1.8 million.,letter_of_intent,False,1.8,for-pattern,313348
1960831927.0,2025,2025-09-15,Bestand Korea; Vestand Inc.,Hyper Corporation Inc.,Seller,Bestand Korea agreed to acquire 89.32% stake in AI Mindbot Equity Union from Hyper Corporation Inc. (KOSDAQ:A065650) for KRW 8.5 billion.,agreement,False,,none,275816
698616849.0,2020,2020-12-17,,Citicode Ltd.,Seller,"Wong Kong Leong, Technical Director of N&T Smart, entered into a share purchase agreement to acquire N&T Smart Engineering (Pte.) Ltd. from Citicode Ltd. (SGX:5FH) for SGD 1.",other,False,,none,281695
1880593631.0,2024,2024-05-09,Wisr AI Systems Inc.,,Transaction,Wisr AI Solutions Inc. entered into a non-binding letter of intent to acquire Wisr AI Solutions Inc. in a reverse merger transaction.,definitive_agreement,False,,none,
1897153378.0,2024,2024-05-15,BioQuest Corp.,,Transaction,"BotMakers AI, Inc signed a definitive agreement to acquire BioQuest Corp. (OTCPK : BQST) in a reverse merger transaction for $2.1 million.",definitive_agreement,False,2.1,for-pattern,
590942914.0,2018,2018-11-09,Comanche International Public Company Limited,,Transaction,"Comanche International Public Company Limited (SET:COMAN) agreed to acquire 51% stake in AI Soft Company Limited from Amorn Udomsrirungruang, Parichart Phraingam, Phuriset Udomsrirungruang and Kittikorn Kanlekha for THB 10.2 million.",agreement,False,,none,
2006580023.0,2026,2026-06-15,Incubeta Australia Pty Limited,Datisan Pty Ltd,Target,Incubeta Australia Pty Limited agreed to acquire Datisan Pty Ltd from XPON Technologies Group Limited (ASX:XPN) for AUD 7.5 million.,agreement,False,,none,
1761344947.0,2021,2021-12-13,Intema S.A.R.L,VisionLabs B.V.,Target,"Intema S.a.r.l. entered into an agreement to acquire VisionLabs B.V from Alexander Khanin, Ivan Laptev, Sberbank of Russia (MISX:SBER) and Sistema Venture Capital, managed by Sistema Public Joint Stock Financial Corporation, Investment Arm for RUB 7 billion.",agreement,False,,none,
1915361135.0,2025,2025-01-07,"Global AI, Inc.",Tectu Biz LTD,Target,"Global AI, Inc. (OTCPK:GLAI) entered into an agreement to acquire Tectu Biz LTD for $1million.",agreement,False,1.0,for-pattern,
1844209782.0,2023,2023-06-19,Kings Entertainment Group Inc.,Kings Entertainment Group Inc.,Buyer,Kings Entertainment Group Inc. (CNSX:JKPT) acquired Braight AI Technologies Inc.,definitive_agreement,False,,none,352401
1991979045.0,2026,2026-03-26,Shield AI Inc.,"Aechelon Technology, Inc.",Target,"Shield AI Inc. agreed to acquire Aechelon Technology, Inc. from Sagewind Capital LLC and others.",agreement,False,,none,
2007439751.0,2026,2026-06-24,"ExlService Holdings, Inc.","I Merit, Inc.",Target,"ExlService Holdings, Inc. (NasdaqGS:EXLS) agreed to acquire iMerit Technology for $310 million.",agreement,False,310.0,for-pattern,
1972348625.0,2025,2025-12-01,Rezolve AI PLC,Rezolve AI PLC,Buyer,"Rezolve AI PLC (NasdaqGM:RZLV) entered into sale and purchase agreement to acquire CrownPeak Intermediate Holdings, Inc.",other,False,240.0,for-pattern,039408
1957732568.0,2025,2025-08-21,Nextech3D.AI Corporation,ARway Corporation,Target,Nextech3D.AI Corporation (OTCPK:NEXC.F) announced its intention to acquire a 60% stake in ARway Corporation (CNSX:ARWY) for $1.4 million.,definitive_agreement,False,1.4,for-pattern,041742
1946925078.0,2025,2025-06-04,Helsing GmbH,Helsing GmbH,Buyer,Helsing GmbH entered into a binding agreement to acquire Grob Aircraft SE from André Hiebeler and H-3 Aerospace GmbH & Co. KG.,other,False,,none,
1944670020.0,2025,2025-05-23,International Media Investments FZ LLC; Redbird Capital Partners Management LLC,Redbird Capital Partners Management LLC,Buyer,Redbird Capital Partners Management LLC and International Media Investments FZ LLC entered in an in-principle agreement to acquire Telegraph Media Group Limited for an enterprise value of €500 million.,other,False,,none,
1993027798.0,2026,2026-03-04,Subgen AI AB (publ),,Transaction,"Subgen AI AB (OM:SUBGEN) proposed to acquire an additional 79.93% stake in Substrate Artificial Inteligence, S.A. (BME:SAI) for €29.2 million.",proposal,False,,none,
1686868129.0,2021,2021-11-02,Justera Health Ltd.,Justera Health Ltd.,Buyer,ScreenPro Security Inc. (CNSX:SCRN) entered into a non-binding letter of intent to acquire Concierge Medical Consultant Inc. from Datametrex AI Limited (TSXV:DM) for CAD 0.7 million.,definitive_agreement,False,,none,
570466904.0,2018,2018-06-11,Splunk Inc.,J.F. Shea Venture Capital,Seller,"Splunk Inc. (NasdaqGS:SPLK) signed a definitive agreement to acquire VictorOps Inc. from Foundry Group, Costanoa Venture, Calibrate Ventures, J.F. Shea Venture Capital and others for approximately $120 million.",definitive_agreement,False,120.0,for-pattern,
675671493.0,2020,2020-07-07,,Lendified Holdings Inc.,Seller,Gord Baizley Chief Executive Officer of JUDI.AI and unknown group of investors entered into share purchase agreement to acquire JUDI.AI from Lendified Holdings Inc. (TSXV:LHI).,other,False,,none,
1866195060.0,2023,2023-12-27,"Eco Bright Future, Inc.; Universal Token, Inc.",,Transaction,"Eco Bright Future, Inc. entered into a letter of intent to acquire Eco Bright Future, Inc. (OTCPK:EBFI) from shareholders in a reverse merger transaction.",letter_of_intent,False,,none,
1970119606.0,2025,2025-11-08,Infopro Digital SAS,,Transaction,"Infopro Digital SAS entered into an agreement to acquire Notisum AB, Notisum ApS, ECHOLINE SAS and QSE Conseil & Performance SAS from Karnov Group AB (publ) (OM:KAR) for SEK 1 billion.",agreement,False,,none,
1821684268.0,2023,2023-01-12,Cambrosia Ltd.,Cambrosia Ltd.,Buyer,Cambrosia Ltd. signed an agreement to acquire 51% interest in  Harmony AI Holdings Ltd./Harmony I.L. Management and Escorting Ltd.,definitive_agreement,False,,none,
1939550986.0,2025,2025-04-10,TQG Technologies,Toggle3D.ai Inc.,Target,TQG Technologies signed a letter of intent to acquire 80% stake in Toggle3D.ai Inc. (CNSX:TGGL) from Nextech3D.AI Corporation (OTCPK:NEXC.F).,definitive_agreement,False,,none,
705498360.0,2021,2021-02-23,KKR & Co. Inc.,KKR & Co. Inc.,Buyer,"Global Vessel Solutions LP, managed by KKR & Co. Inc. (NYSE:KKR) entered into an agreement to acquire a 38% stake in Hyundai Global Service Co., Ltd. from Hyundai Heavy Industries Holdings Co., Ltd. (KOSE:A267250) for approximately KRW 650 billion.",agreement,False,,none,179741
1949713818.0,2025,2025-06-22,BUZZ HPC Ltd.,,Transaction,"BUZZ Performance Computing Ltd. signed a purchase and sale agreement to acquire Facility with a Capacity of Approximately 7.2 Megawatts, Located in Toronto, Canada for CAD 17.3 million on June 22, 2025.",other,False,,none,
668802002.0,2020,2020-05-21,Rymamay Investments Pty Limited,Rymamay Investments Pty Limited,Buyer,Rymamay Investments Pty Ltd entered into term sheet to acquire Substantially all the assets of Flamingo Ai Limited for nominal consideration of AUD 100.,other,False,,none,
1955121328.0,2025,2025-07-30,"NeOnc Technologies Holdings, Inc.",,Transaction,"NeOnc Technologies Holdings, Inc. (NasdaqGM:NTHI) signed a definitive agreement to acquire Artificial Intelligence, 3D, and Quantum Modeling IP Portfolio from Dr. Ishwar K. Puri and Beth R. Levinson for $3.5 million.",definitive_agreement,False,3.5,for-pattern,
1918407886.0,2025,2025-01-24,Entheon Biomedical Corp.,1000141080 Ontario Ltd.,Target,Entheon Biomedical Corp. (CNSX:ENBI) entered into a binding letter of intent to acquire 1000141080 Ontario Ltd. for CAD 3.4 million.,definitive_agreement,False,,none,
2003312186.0,2026,2026-05-29,"Samsung Card Co., Ltd.; Samsung SDS Co., Ltd.; Samsung Securities Co.,Ltd.","Samsung Card Co., Ltd.",Buyer,"Samsung Securities Co.,Ltd. (KOSE:A016360), Samsung SDS Co., Ltd. (KOSE:A018260) and Samsung Card Co., Ltd. (KOSE:A029780) agreed to acquire 4% stake in Dunamu Inc. for approximately KRW 610 billion.",agreement,False,,none,285183
1890527924.0,2024,2024-08-05,SunPower Inc.,Assets Associated with Business of SunPower Corp.,Target,"Complete Solaria, Inc. (NasdaqGM:CSLR) agreed to acquire Assets Associated with Business of SunPower Corporation (NasdaqGS:SPWR) for $45 million.",agreement,False,45.0,for-pattern,
1929508393.0,2025,2025-01-30,KPMG S.A.,,Transaction,KPMG Recursos S.A. agreed to acquire Loyic Information Technology S.L.,agreement,False,,none,
1942101911.0,2025,2025-05-05,BIMobject AB,BIMobject AB,Buyer,BIMobject AB (OM:BIM) signed a letter of intent to acquire GreenMetrica AB and Lumea AI Plattform AB for SEK 13 million.,letter_of_intent,False,,none,317061
1887570763.0,2024,2024-07-10,"Advanced Micro Devices, Inc.",Altor Equity Partners AB,Seller,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) signing of a definitive agreement to acquire Silo.AI Oy from Altor Equity Partners AB for approximately $660 million.",definitive_agreement,False,660.0,for-pattern,
1971443002.0,2025,2025-11-20,Two artificial intelligence-optimized data centres of PPG PP GRID SDN. BHD.,Two artificial intelligence-optimized data centres of PPG PP GRID SDN. BHD.,Buyer,Two artificial intelligence-optimized data centres of PPG PP GRID SDN. BHD. entered into Memorandum of Understanding to acquire Mobile-health Network Solutions (NasdaqCM:MNDR) in a reverse merger transaction for $9.1 million.,other,False,9.1,for-pattern,
703227293.0,2021,2021-02-03,Sprout AI Inc.,Sprout AI Inc.,Buyer,"Sprout AI, S.A agreed to acquire 1262803 B.C. Ltd. in a reverse merger transaction for CAD 8.5 million.",letter_of_intent,False,,none,
1999016089.0,2026,2026-05-04,IREN Limited,"Mirantis, Inc.",Target,"IREN Limited (NasdaqGS:IREN) has signed a definitive agreement to acquire Mirantis, Inc. for approximately $630 million.",definitive_agreement,False,630.0,for-pattern,
1897590736.0,2024,2024-09-11,"Fetch.AI Limited; Ocean Protocol Foundation Ltd; Singularity Studio, Inc.",Ocean Protocol Foundation Ltd,Buyer,"Singularity Studio, Inc., Fetch.AI Limited and Ocean Protocol Foundation Ltd agreed to acquire Cudos Limited.",agreement,False,,none,
1763628916.0,2021,2021-07-06,Forrest Innovations Ltd.,,Transaction,Forrest Innovations Ltd. entered into a letter of intent to acquire GoPublic.AI Acquisition Corp. in a reverse merger transaction.,letter_of_intent,True,,none,
690047954.0,2020,2020-09-28,CloudMD Software & Services Inc.; Cloudmd Holdings Corporation (Delaware) Inc.,Cloudmd Holdings Corporation (Delaware) Inc.,Buyer,"CloudMD Holdings Corporation (Delaware) Inc. entered into a Binding Term Sheet to acquire 87.5% stake in Benchmark Systems, Inc. from Antworks Pte. Ltd. for $4.4 million.",definitive_agreement,False,4.4,for-pattern,
1887393907.0,2024,2024-07-09,Quantum Secure Encryption Corp.,Ovryde Ltd.,Seller,Scope AI Corp. (CNSX:SCPE) entered into a technology agreement to acquire QSE Group Ltd from Ovryde Ltd for CAD 5.9 million.,other,False,,none,
1962883242.0,2025,2025-10-01,GridAI Technologies Corp.,ADEC Private Equity Investments Limited Partnership,Seller,"Grid AI Corp. agreed to acquire Entero Therapeutics, Inc. (NasdaqCM:ENTO) in a reverse merger transaction.",agreement,False,,none,
1963033793.0,2026,2026-01-26,"Qingdao Greensum Ecology Co., Ltd.","Shanghai Mingpin Enterprise Development Co., Ltd.",Seller,"Qingdao Greensum Ecology Co., Ltd. (SZSE:300948) signed a letter of intent to acquire 51% stake in Hangzhou Actuary Artificial Intelligence Technology Co., Ltd. from a group of shareholders for approximately CNY 260 million.",letter_of_intent,False,,none,
